Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price
1760701,OVAL,0.5,VS1,E,EX,EX,VG,M,5.97-4.45×2.78,"1,691.91"
1761815,OVAL,0.59,SI2,D,EX,VG,VG,N,6.42-4.78×2.94,"1,692.21"
1777643,OVAL,0.5,VS2,G,VG,VG,VG,N,5.95-4.43×2.81,"1,693.38"
1777641,OVAL,0.5,VS2,G,VG,VG,GD,N,6.18-4.51×2.83,"1,693.38"
1663391,OVAL,0.53,SI1,D,EX,EX,VG,M,7.05-4.44×2.70,"1,693.78"
1797423,OVAL,0.42,IF,E,EX,EX,VG,N,6.25-4.12×2.55,"1,695.27"
1794639,OVAL,0.51,VS1,I,EX,VG,GD,N,7.01-4.42×2.61,"1,695.66"
1785430,OVAL,0.5,SI1,F,EX,EX,VG,N,6.61-4.39×2.70,"1,696.00"
1785401,OVAL,0.55,VVS2,J,EX,EX,VG,N,7.18-4.55×2.64,"1,696.00"
1745228,OVAL,0.7,SI1,K,EX,VG,VG,F,6.82-4.99×3.07,"1,696.13"
1651514,OVAL,0.52,SI1,G,EX,EX,VG,N,6.86-4.45×2.72,"1,697.27"
1775434,OVAL,0.5,SI1,F,EX,VG,VG,N,6.28-4.33×2.72,"1,697.67"
1667329,OVAL,0.7,VS2,K,EX,EX,VG,F,6.78-5.04×3.15,"1,697.79"
1649179,OVAL,0.65,SI2,H,EX,EX,VG,N,6.61-4.85×2.98,"1,697.93"
1776492,OVAL,0.5,VS2,G,EX,EX,EX,N,6.22-4.58×2.79,"1,819.29"
1785412,OVAL,0.6,VS1,J,EX,EX,VG,N,7.04-4.66×2.86,"1,819.56"
1660440,OVAL,0.6,VS2,H,VG,EX,VG,F,6.47-4.67×2.94,"1,820.01"
201200-38,OVAL,1.2,SI2,U-V,EX,EX,EX,N,8.06-6.02×3.79,"1,820.77"
1781544,OVAL,0.5,VS2,D,VG,EX,GD,F,6.72-4.32×2.67,"1,822.02"
1781545,OVAL,0.5,VS2,D,EX,VG,GD,F,6.76-4.24×2.66,"1,822.02"
1781547,OVAL,0.5,VS2,D,EX,VG,GD,F,6.66-4.23×2.64,"1,822.02"
1796021,OVAL,0.55,SI1,F,EX,EX,VG,F,7.24-4.53×2.61,"1,822.60"
1798751,OVAL,0.55,VS1,I,EX,EX,GD,N,6.98-4.45×2.64,"1,822.60"
1797390,OVAL,0.5,VS1,F,EX,EX,GD,F,6.07-4.49×2.75,"1,822.67"
1769773,OVAL,0.5,SI1,D,EX,EX,EX,F,5.99-4.48×2.81,"1,822.67"
1794656,OVAL,0.5,VS2,H,EX,EX,VG,N,6.64-4.26×2.68,"1,824.39"
1765750,OVAL,0.51,VS2,E,EX,EX,VG,N,6.11-4.49×2.81,"1,955.13"
203202-340,OVAL,1.2,SI2,N,EX,VG,GD,F,9.18-5.95×3.49,"1,956.73"
1770409,OVAL,0.5,VS2,D,EX,EX,VG,N,6.04-4.50×2.81,"1,957.05"
1782924,OVAL,0.5,VVS2,H,EX,EX,VG,N,6.25-4.44×2.80,"1,957.87"
1636332,OVAL,0.51,VS2,D,EX,EX,EX,N,6.19-4.58×2.82,"1,959.54"
200683-170,OVAL,1.01,SI2,O,VG,VG,VG,N,7.85-5.01×3.31,"1,959.57"
1669702,OVAL,0.5,VS2,D,EX,VG,EX,N,6.61-4.37×2.73,"1,959.86"
1656602,OVAL,0.5,VS2,F,EX,EX,VG,N,6.47-4.43×2.73,"1,959.99"
1667353,OVAL,0.5,VVS1,D,EX,EX,VG,F,6.16-4.58×2.81,"1,960.06"
1647346,OVAL,0.71,SI2,J,EX,EX,VG,N,7.63-4.77×3.01,"1,960.08"
1785420,OVAL,0.5,VS2,E,EX,EX,VG,N,6.09-4.51×2.78,"1,960.60"
1789177,OVAL,0.5,VS2,E,EX,EX,VG,N,6.22-4.40×2.73,"1,960.60"
1747128,OVAL,0.72,VS1,K,EX,VG,VG,M,7.62-4.77×2.98,"1,961.21"
1785405,OVAL,0.5,VS1,D,EX,EX,VG,F,6.17-4.57×2.77,"2,024.70"
1777629,OVAL,0.65,VS1,I,EX,VG,GD,N,7.60-4.81×2.79,"2,025.35"
1622635,OVAL,0.77,VVS2,FANCY,EX,EX,GD,F,6.68-4.92×3.06,"2,025.94"
1660416,OVAL,0.51,VS1,D,EX,EX,VG,N,6.10-4.52×2.85,"2,026.66"
1794625,OVAL,0.56,VS1,F,EX,VG,VG,M,7.26-4.58×2.67,"2,027.32"
1643660,OVAL,0.53,VS1,F,EX,EX,VG,N,6.77-4.47×2.71,"2,027.41"
1763002,OVAL,0.5,VVS2,F,EX,VG,VG,N,6.04-4.51×2.83,"2,028.12"
1796244,OVAL,0.51,IF,FANCY,EX,EX,GD,F,6.26-4.22×2.45,"2,028.19"
1649097,OVAL,0.5,VS1,D,EX,EX,VG,N,6.75-4.42×2.69,"2,028.98"
1748003,OVAL,0.5,VS1,D,EX,EX,VG,N,6.63-4.34×2.63,"2,030.72"
1660435,OVAL,0.59,VS2,F,EX,EX,VG,N,6.89-4.53×2.84,"2,031.18"
1794629,OVAL,0.5,VS1,F,EX,EX,VG,N,6.65-4.38×2.68,"2,031.58"
1605276,OVAL,0.7,SI2,I,EX,EX,VG,N,7.52-4.96×2.94,"2,031.80"
1663377,OVAL,0.51,VS1,F,EX,EX,VG,N,6.99-4.42×2.58,"2,031.82"
1781529,OVAL,0.52,VS1,G,EX,EX,VG,N,6.25-4.64×2.86,"1,968.26"
1782946,OVAL,0.5,VS1,G,EX,VG,VG,N,6.58-4.37×2.69,"1,969.05"
1781766,OVAL,0.41,VS1,FANCY,EX,EX,GD,F,5.11-3.77×2.55,"1,969.78"
1774459,OVAL,0.51,VS2,E,EX,EX,VG,N,6.87-4.35×2.64,"1,970.49"
1779926,OVAL,0.5,VS2,D,EX,EX,VG,N,6.28-4.57×2.81,"1,970.78"
1771521,OVAL,0.59,SI1,F,EX,EX,VG,N,7.01-4.53×2.79,"1,971.37"
1794624,OVAL,0.5,VS1,E,EX,EX,VG,N,6.19-4.56×2.76,"1,972.25"
1779913,OVAL,0.72,SI1,K,EX,EX,VG,N,7.22-5.13×3.12,"1,972.37"
1765736,OVAL,0.5,VS1,F,EX,EX,VG,N,6.21-4.54×2.77,"1,972.43"
1776486,OVAL,0.5,VS2,F,EX,EX,VG,N,6.69-4.43×2.62,"1,973.23"
1660441,OVAL,0.6,SI1,D,VG,EX,VG,M,6.36-4.77×3.03,"1,973.48"
1667363,OVAL,0.5,VS2,F,EX,VG,VG,N,6.80-4.36×2.66,"1,973.69"
1628483,OVAL,0.51,VS1,D,EX,EX,VG,N,6.18-4.53×2.76,"1,974.55"
1782966,OVAL,0.51,VS2,F,EX,EX,VG,N,6.34-4.51×2.80,"1,974.78"
1646199,OVAL,0.52,VS1,E,EX,EX,VG,F,6.89-4.36×2.65,"1,975.07"
1785410,OVAL,0.52,VS1,H,EX,EX,VG,N,7.05-4.44×2.59,"1,919.00"
1618152,OVAL,0.5,VS1,D,EX,EX,EX,N,5.99-4.47×2.75,"1,919.28"
1654413,OVAL,0.75,VS2,FANCY,EX,VG,GD,M,6.46-4.91×3.24,"1,920.05"
1771505,OVAL,0.55,VVS2,G,EX,EX,GD,N,7.20-4.53×2.66,"1,920.08"
1656603,OVAL,0.5,VS2,F,EX,EX,VG,N,6.04-4.46×2.80,"1,920.16"
202221-227,OVAL,1.0,SI2,S-T,VG,VG,VG,F,8.21-5.32×3.40,"1,920.19"
1669703,OVAL,0.67,SI2,D,EX,EX,VG,M,7.47-4.82×2.90,"1,920.30"
1776452,OVAL,0.5,VS1,F,VG,VG,VG,N,6.19-4.43×2.74,"1,920.85"
1601294,OVAL,0.71,VVS2,FANCY,EX,EX,GD,N,7.23-4.89×2.83,"1,922.03"
1793280,OVAL,0.5,VS2,G,EX,EX,EX,N,6.95-4.37×2.54,"1,922.38"
1760685,OVAL,0.5,VVS2,D,EX,EX,VG,F,6.15-4.42×2.78,"1,922.43"
1795999,OVAL,0.76,SI2,K,EX,VG,VG,F,7.38-5.07×3.10,"1,922.98"
1663384,OVAL,0.5,VS2,G,EX,VG,VG,N,6.77-4.41×2.64,"1,925.35"
1797402,OVAL,0.5,VS2,E,EX,EX,VG,F,6.71-4.42×2.70,"1,926.62"
1800830,OVAL,0.7,VS2,K,EX,EX,VG,F,7.78-4.91×2.88,"2,057.03"
1779924,OVAL,0.5,VS1,D,EX,EX,VG,N,6.28-4.56×2.75,"2,057.71"
1797372,OVAL,0.5,VVS1,F,VG,VG,VG,N,6.67-4.16×2.59,"2,059.28"
1651439,OVAL,0.59,VS1,D,EX,EX,VG,F,6.86-4.71×2.85,"2,059.58"
1800843,OVAL,0.52,VS2,E,EX,EX,VG,N,6.80-4.48×2.74,"2,059.67"
202185-1080,OVAL,1.07,SI2,L,EX,VG,VG,N,8.39-5.77×3.48,"2,059.89"
1795979,OVAL,0.72,VS2,K,EX,EX,VG,N,6.93-5.15×3.22,"2,061.07"
1774427,OVAL,0.5,VS1,D,EX,VG,VG,N,6.33-4.43×2.73,"2,061.11"
1785360,OVAL,0.8,SI1,L,EX,EX,VG,N,7.09-5.29×3.29,"2,063.15"
1769762,OVAL,0.59,VS1,H,EX,EX,EX,N,6.84-4.75×2.83,"2,064.10"
1789158,OVAL,0.7,SI1,J,EX,EX,VG,N,6.99-4.94×3.08,"2,064.13"
1771495,OVAL,0.75,SI1,J,EX,EX,VG,VS,6.99-5.17×3.25,"2,064.42"
1782916,OVAL,0.5,VVS2,E,EX,EX,GD,N,6.37-4.55×2.73,"2,065.30"
1775415,OVAL,0.51,VS1,F,EX,EX,VG,N,6.39-4.59×2.70,"2,065.45"
1781505,OVAL,0.5,VVS2,E,VG,EX,VG,N,6.05-4.48×2.82,"2,040.68"
1796014,OVAL,0.52,VS2,F,EX,VG,VG,N,6.31-4.68×2.84,"2,041.15"
1649123,OVAL,0.52,VS2,E,EX,EX,VG,N,6.95-4.51×2.63,"2,042.43"
1776431,OVAL,0.5,VVS2,F,EX,EX,VG,N,6.84-4.35×2.59,"2,042.57"
200392-46,OVAL,1.2,SI2,I,GD,VG,VG,N,7.90-5.80×3.82,"2,042.78"
1507206,OVAL,0.55,VS2,FANCY,EX,EX,GD,N,6.24-4.38×2.71,"2,043.25"
1789167,OVAL,0.5,VS1,F,EX,EX,VG,N,6.36-4.51×2.77,"2,043.41"
1775410,OVAL,0.5,VVS1,E,EX,EX,VG,F,6.39-4.36×2.69,"2,043.45"
1782938,OVAL,0.5,VS1,F,EX,EX,VG,F,6.69-4.54×2.65,"2,044.12"
1794613,OVAL,0.5,VVS2,F,EX,EX,VG,N,6.02-4.48×2.80,"2,044.29"
1797396,OVAL,0.53,VS1,H,EX,EX,EX,N,6.23-4.62×2.87,"2,045.27"
1777625,OVAL,0.55,VS1,G,EX,EX,VG,N,7.03-4.55×2.69,"2,045.64"
1785400,OVAL,0.5,VVS2,E,EX,EX,VG,F,7.06-4.43×2.56,"2,150.69"
1785407,OVAL,0.55,VS1,E,EX,EX,VG,N,6.78-4.52×2.79,"2,151.57"
1636316,OVAL,0.7,SI2,H,EX,EX,VG,N,6.95-5.14×3.11,"2,151.67"
1782911,OVAL,0.6,VVS1,H,EX,VG,VG,F,7.30-4.68×2.82,"2,152.06"
1733022,OVAL,0.7,SI2,I,EX,EX,VG,N,7.54-4.82×2.92,"2,152.82"
210050-125,OVAL,1.2,SI2,M,,EX,EX,ST,7.82-5.90×3.83,"2,154.22"
1796000,OVAL,0.52,VVS2,E,EX,EX,VG,N,6.74-4.47×2.73,"2,154.55"
210363-96,OVAL,1.0,SI2,N,EX,VG,VG,F,8.59-5.42×3.28,"2,154.96"
210008-125,OVAL,0.97,VS2,FANCY,EX,EX,VG,F,7.15-5.29×3.42,"2,155.42"
210363-190,OVAL,1.0,SI1,N,EX,EX,VG,F,8.73-5.49×3.20,"2,156.38"
1765721,OVAL,0.53,VVS2,E,EX,EX,VG,N,6.19-4.61×2.90,"2,157.27"
1669694,OVAL,0.53,VVS2,D,EX,EX,VG,F,7.03-4.50×2.78,"2,157.72"
1774440,OVAL,0.52,VS1,F,EX,VG,VG,N,6.78-4.49×2.71,"2,158.87"
1668347,OVAL,0.5,IF,D,GD,EX,VG,F,6.09-4.21×2.82,"2,292.07"
1793272,OVAL,0.73,SI2,G,EX,EX,VG,M,6.84-5.11×3.17,"2,292.30"
1769740,OVAL,0.7,VS2,I,EX,EX,VG,ST,7.55-4.79×2.96,"2,292.32"
213001-202,OVAL,1.0,SI2,L,EX,EX,EX,ST,7.61-5.67×3.56,"2,294.47"
211012-135,OVAL,1.02,SI1,M,,EX,VG,ST,7.50-5.52×3.21,"2,294.48"
1760675,OVAL,0.51,VVS1,D,EX,EX,VG,N,6.89-4.37×2.65,"2,294.60"
1661728,OVAL,0.59,VVS2,E,EX,VG,GD,N,7.17-4.50×2.82,"2,296.46"
211007-502,OVAL,0.96,SI1,L,EX,EX,VG,F,7.71-5.75×3.38,"2,299.43"
211128-721,OVAL,1.01,SI2,L,EX,VG,VG,F,8.57-5.55×3.29,"2,299.64"
1638263,OVAL,0.51,VVS1,D,EX,EX,EX,N,6.96-4.40×2.62,"2,299.95"
1747134,OVAL,0.7,VS2,I,GD,EX,VG,N,6.70-4.83×3.12,"2,305.57"
1621261,OVAL,0.59,VVS1,E,EX,VG,VG,N,6.44-4.66×2.92,"2,305.73"
1619850,OVAL,0.66,SI1,F,EX,EX,VG,N,7.55-4.78×2.97,"2,306.50"
1649108,OVAL,0.59,VS1,G,EX,EX,VG,N,7.06-4.62×2.79,"2,132.05"
1733015,OVAL,0.7,SI2,E,EX,EX,EX,N,7.19-5.07×2.93,"2,133.88"
1615365,OVAL,0.65,VS2,F,VG,EX,GD,F,6.40-4.80×3.07,"2,138.39"
1652885,OVAL,0.83,SI2,K,EX,EX,VG,N,8.13-5.27×3.10,"2,139.78"
1643665,OVAL,0.59,VS2,E,EX,EX,VG,F,6.95-4.59×2.88,"2,140.33"
1664770,OVAL,0.72,SI1,FANCY,EX,EX,VG,M,6.55-4.84×3.10,"2,140.92"
1750355,OVAL,0.81,SI2,H,EX,EX,VG,F,8.13-5.12×3.02,"2,142.21"
1794652,OVAL,0.66,VS2,G,VG,EX,GD,ST,6.53-4.91×3.02,"2,142.72"
1781504,OVAL,0.59,VVS2,E,EX,EX,VG,M,6.97-4.60×2.85,"2,143.77"
1776472,OVAL,0.6,VS2,D,EX,EX,VG,ST,7.40-4.67×2.71,"2,144.12"
210345-545,OVAL,1.0,SI2,L,EX,EX,VG,ST,7.89-5.51×3.35,"2,145.16"
1782936,OVAL,0.53,VS1,F,EX,EX,VG,N,6.99-4.48×2.64,"2,146.49"
1779921,OVAL,0.59,VVS1,E,EX,EX,VG,M,6.55-4.65×2.91,"2,149.05"
1407964,OVAL,0.71,SI1,FANCY,EX,VG,GD,ST,7.69-4.96×2.98,"2,243.65"
1774439,OVAL,0.56,VS1,F,EX,EX,VG,N,6.86-4.55×2.78,"2,244.08"
211176-407,OVAL,0.96,SI2,J,EX,EX,EX,N,8.44-5.37×3.31,"2,244.39"
1634425,OVAL,0.59,VVS1,G,EX,EX,VG,N,7.27-4.63×2.72,"2,246.26"
1791828,OVAL,0.7,SI1,J,EX,VG,VG,N,6.97-5.08×3.05,"2,247.53"
1793274,OVAL,0.7,SI2,I,EX,EX,VG,F,7.45-4.87×2.92,"2,248.78"
1660421,OVAL,0.65,VS1,G,EX,VG,VG,M,6.86-5.05×2.92,"2,250.86"
1668335,OVAL,0.72,VS2,J,EX,EX,VG,F,7.56-4.93×3.03,"2,253.06"
1781540,OVAL,0.59,VS2,D,EX,EX,GD,N,7.29-4.65×2.75,"2,255.71"
210064-54,OVAL,1.0,SI1,N,EX,EX,VG,ST,8.27-5.55×3.42,"2,256.01"
1798754,OVAL,0.67,VS2,E,EX,EX,GD,ST,6.80-5.02×3.04,"2,257.32"
1657892,OVAL,0.55,VVS2,F,EX,EX,EX,N,6.75-4.45×2.80,"2,259.15"
1764017,OVAL,0.7,SI2,I,EX,EX,VG,N,6.65-4.96×3.11,"2,259.29"
1788054,OVAL,0.7,SI1,I,EX,EX,VG,N,6.78-5.06×3.18,"2,259.45"
1634423,OVAL,0.53,VVS1,E,EX,EX,VG,N,6.72-4.46×2.73,"2,262.98"
1672928,OVAL,0.75,SI2,J,EX,EX,VG,N,8.00-5.02×2.92,"2,355.76"
1628432,OVAL,0.8,SI1,J,EX,EX,VG,F,7.97-4.99×3.04,"2,358.48"
1800836,OVAL,0.7,SI1,I,GD,VG,GD,N,7.30-4.64×2.89,"2,358.80"
202221-254,OVAL,1.0,SI2,L,EX,EX,VG,F,8.55-5.51×3.33,"2,361.00"
1778662,OVAL,0.8,SI2,J,EX,EX,VG,F,7.05-5.27×3.32,"2,362.08"
1632914,OVAL,0.7,SI1,I,EX,EX,VG,N,7.39-4.87×3.01,"2,363.37"
1785409,OVAL,0.65,VS1,H,VG,EX,VG,N,7.51-4.71×2.79,"2,364.87"
212052-333,OVAL,1.0,SI2,L,EX,EX,VG,N,8.33-5.51×3.40,"2,366.05"
200669-13,OVAL,1.01,SI2,G,GD,VG,VG,N,7.35-5.50×3.52,"2,366.59"
200648-121,OVAL,1.29,SI2,M,EX,EX,VG,ST,8.81-5.93×3.65,"2,367.85"
1672926,OVAL,0.7,SI2,H,EX,VG,VG,N,6.96-5.12×3.09,"2,368.35"
210480-110,OVAL,1.0,VS2,N,EX,EX,VG,M,7.62-5.63×3.53,"2,371.14"
1782901,OVAL,0.52,IF,D,EX,EX,VG,F,6.73-4.44×2.72,"2,374.47"
1785403,OVAL,0.53,VS1,D,EX,EX,VG,N,6.25-4.67×2.83,"2,232.52"
1667354,OVAL,0.61,VVS1,E,EX,EX,VG,ST,6.55-4.80×3.01,"2,232.76"
1759381,OVAL,0.77,SI1,J,EX,EX,VG,F,7.61-5.03×3.08,"2,236.75"
203221-1598,OVAL,1.02,SI1,L,EX,VG,VG,ST,7.84-5.74×3.48,"2,237.16"
1782942,OVAL,0.59,VS1,G,EX,EX,GD,N,7.00-4.63×2.85,"2,237.49"
111000-6305,OVAL,1.0,SI2,U-V,EX,EX,VG,M,8.47-5.39×3.42,"2,237.73"
200630-348,OVAL,1.0,SI2,I,EX,VG,VG,N,7.95-5.56×3.45,"2,237.86"
210318-93,OVAL,1.0,SI2,K,VG,EX,VG,F,8.08-5.67×3.32,"2,239.27"
1672925,OVAL,0.7,SI2,F,EX,EX,VG,F,7.10-5.03×3.00,"2,240.16"
1766992,OVAL,0.9,SI1,L,EX,EX,VG,F,7.33-5.47×3.38,"2,240.77"
210199-25,OVAL,1.02,VVS2,W-X,EX,EX,VG,F,7.27-5.36×3.45,"2,241.07"
1664766,OVAL,0.81,VS2,FANCY,EX,EX,VG,M,7.53-4.91×2.96,"2,242.06"
1668337,OVAL,0.72,SI1,J,EX,EX,EX,N,6.92-5.09×3.11,"2,243.22"
1589651,OVAL,0.7,SI1,I,EX,EX,VG,N,7.78-4.93×2.87,"2,243.55"
210664-34,PEAR,2.0,SI2,K,EX,EX,EX,M,11.72-6.84×4.28,"13,267.80"
210638-60,PEAR,1.5,SI1,H,VG,EX,EX,F,9.43-6.37×4.00,"13,326.63"
210677-94,PEAR,1.5,VS2,I,VG,EX,EX,N,9.55-6.37×3.91,"13,328.09"
210394-184,PEAR,1.5,SI1,G,VG,VG,VG,N,9.53-6.32×3.97,"13,336.86"
210593-76,PEAR,1.5,SI1,H,VG,VG,VG,N,9.38-6.26×4.01,"13,410.72"
200708-113,PEAR,2.0,SI2,H,EX,VG,VG,N,10.63-7.00×4.37,"13,490.76"
211155-136,PEAR,1.6,SI2,D,EX,VG,EX,F,9.94-6.44×4.04,"13,500.16"
200709-130,PEAR,2.01,SI1,J,EX,EX,EX,ST,10.80-7.11×4.46,"13,526.75"
200502-273,PEAR,2.0,SI2,D,EX,VG,VG,N,11.79-7.04×4.25,"13,549.56"
210049-572,PEAR,2.0,SI2,E,VG,VG,VG,VSL,10.82-6.81×4.25,"13,559.94"
200647-304,PEAR,1.9,SI1,J,EX,EX,EX,N,11.44-6.79×4.04,"13,595.21"
200515-304,PEAR,1.6,SI1,D,EX,EX,VG,F,10.03-6.56×4.01,"13,599.96"
211143-55,PEAR,1.5,VVS2,I,VG,EX,EX,N,9.60-6.40×4.09,"13,636.68"
211124-246,PEAR,1.67,SI1,H,VG,EX,VG,M,10.88-6.34×4.04,"13,643.46"
210049-195,PEAR,1.0,SI1,J,EX,EX,VG,N,8.98-5.42×3.37,"4,322.60"
1569505,PEAR,0.91,SI1,D,EX,VG,VG,F,8.50-5.55×3.46,"4,325.04"
1722995,PEAR,0.9,SI1,G,EX,EX,VG,N,8.39-5.39×3.39,"4,327.67"
1668391,PEAR,0.9,SI2,G,EX,EX,EX,N,8.11-5.30×3.35,"4,346.65"
1789994,PEAR,0.9,SI1,G,VG,EX,VG,M,8.05-5.44×3.46,"4,352.31"
1668385,PEAR,0.9,SI1,F,EX,EX,VG,F,8.26-5.29×3.33,"4,362.47"
210605-1395,PEAR,1.2,SI2,H,VG,EX,VG,ST,9.98-5.77×3.32,"4,363.61"
1781616,PEAR,0.9,SI2,D,EX,EX,VG,F,8.28-5.48×3.36,"4,373.52"
1771569,PEAR,0.9,VS1,I,VG,EX,VG,M,8.53-5.13×3.28,"4,378.37"
210532-20,PEAR,1.0,SI2,H,VG,EX,VG,N,8.28-5.51×3.54,"4,379.77"
210467-10,PEAR,1.0,SI1,I,GD,EX,VG,N,7.93-5.39×3.54,"4,379.85"
1796068,PEAR,0.73,VS1,G,EX,EX,VG,N,8.16-4.89×3.04,"4,395.96"
1672954,PEAR,0.9,SI1,G,VG,VG,VG,N,8.05-5.35×3.35,"4,396.73"
211105-204,PEAR,1.0,SI2,G,GD,EX,VG,N,7.91-5.42×3.55,"4,397.38"
211132-77,PEAR,1.51,VS2,M,EX,EX,VG,F,10.09-6.24×3.92,"4,408.70"
1800283,PEAR,0.37,VS2,I,EX,VG,VG,F,6.52-4.01×2.35,897.69
1610172,PEAR,0.52,VS2,K,EX,EX,VG,F,6.96-4.54×2.83,897.87
1791869,PEAR,0.3,VS2,E,GD,VG,FR,N,5.41-3.76×2.40,899.25
1790021,PEAR,0.3,SI1,E,VG,EX,GD,N,5.80-3.68×2.34,899.27
1785624,PEAR,0.35,SI1,H,EX,VG,VG,F,6.06-4.01×2.42,899.94
1785620,PEAR,0.3,SI1,F,VG,EX,VG,N,6.04-3.68×2.29,900.77
1764095,PEAR,0.32,SI1,F,EX,VG,GD,N,6.33-3.77×2.22,900.97
1785610,PEAR,0.3,VS2,H,VG,EX,VG,N,5.78-3.66×2.28,901.31
1785623,PEAR,0.31,SI1,G,EX,EX,VG,N,5.82-3.82×2.39,902.26
1772695,PEAR,0.31,VS1,G,EX,EX,VG,M,5.68-3.83×2.33,902.31
1628581,PEAR,0.52,VVS2,M,EX,EX,EX,N,6.91-4.49×2.83,902.4
1771661,PEAR,0.3,VVS2,E,VG,EX,GD,F,5.80-3.92×2.36,903.31
1775581,PEAR,0.3,SI1,E,EX,EX,VG,N,5.75-3.80×2.37,903.81
1775572,PEAR,0.3,VS2,D,VG,EX,GD,N,5.54-3.72×2.30,904.91
1771680,PEAR,0.3,VS2,D,VG,EX,VG,M,5.55-3.73×2.38,904.91
1774552,PEAR,0.5,VS2,D,GD,VG,GD,M,6.37-4.12×2.87,"1,575.99"
1785514,PEAR,0.5,SI1,D,VG,EX,VG,F,6.55-4.41×2.76,"1,576.77"
1794706,PEAR,0.5,VVS2,I,GD,EX,GD,N,6.67-4.22×2.64,"1,576.79"
1759427,PEAR,0.5,SI1,D,VG,EX,GD,N,6.54-4.41×2.77,"1,578.46"
1778742,PEAR,0.51,SI1,D,EX,EX,EX,M,6.85-4.48×2.79,"1,580.00"
1774568,PEAR,0.5,SI1,F,EX,VG,VG,F,7.29-4.32×2.71,"1,582.79"
1786688,PEAR,0.5,VS2,F,VG,GD,VG,M,6.67-4.42×2.74,"1,583.70"
1767096,PEAR,0.5,SI1,D,VG,VG,GD,N,6.57-4.43×2.74,"1,585.22"
1654366,PEAR,0.5,SI1,F,EX,EX,VG,N,7.18-4.32×2.69,"1,585.65"
1651739,PEAR,0.51,SI1,E,EX,EX,VG,F,6.86-4.46×2.80,"1,587.41"
1788130,PEAR,0.5,VS2,E,VG,EX,GD,M,6.50-4.38×2.75,"1,587.81"
1781668,PEAR,0.5,SI1,F,GD,EX,VG,N,7.25-4.22×2.74,"1,587.81"
1747203,PEAR,0.7,SI1,K,EX,VG,VG,F,7.61-4.91×3.05,"1,589.66"
1791240,PEAR,0.5,SI1,E,VG,EX,GD,N,7.29-4.27×2.58,"1,590.39"
210470-272,PEAR,1.2,VS2,G,VG,EX,EX,N,8.74-5.89×3.75,"9,348.54"
210369-584,PEAR,1.51,SI2,H,GD,EX,GD,F,9.34-6.21×3.89,"9,350.66"
210394-8,PEAR,1.5,SI2,H,GD,EX,VG,N,9.22-6.04×4.06,"9,383.95"
210507-156,PEAR,1.5,SI2,G,EX,GD,GD,N,9.70-6.35×4.00,"9,393.72"
201241-87,PEAR,1.7,SI2,E,EX,EX,EX,N,10.11-6.51×4.05,"9,421.62"
200606-47,PEAR,2.0,SI2,F,VG,VG,VG,N,10.20-6.83×4.38,"9,433.00"
200793-1466,PEAR,1.81,SI2,G,EX,EX,EX,N,11.38-6.69×4.05,"9,504.07"
210414-830,PEAR,1.2,VVS2,H,EX,EX,EX,F,10.02-5.84×3.50,"9,518.21"
200672-1235,PEAR,1.71,I1,F,EX,EX,VG,N,11.16-6.58×3.94,"9,527.47"
210329-31,PEAR,2.01,SI2,L,EX,VG,VG,M,11.32-6.76×4.23,"9,578.57"
210515-212,PEAR,1.2,VVS2,H,EX,EX,VG,N,9.25-5.98×3.76,"9,588.25"
210241-20,PEAR,2.22,VVS1,N,VG,EX,EX,M,10.69-7.17×4.59,"9,598.23"
211142-70,PEAR,1.51,SI1,J,EX,EX,VG,N,10.30-6.28×3.85,"9,640.53"
210353-287,PEAR,1.01,IF,F,VG,EX,EX,N,9.18-5.32×3.36,"9,641.69"
211069-3,PEAR,2.0,SI2,J,EX,EX,EX,F,11.66-6.95×4.16,"15,379.60"
200784-196,PEAR,1.9,SI1,I,VG,EX,EX,N,10.24-6.92×4.41,"15,382.34"
211016-545,PEAR,1.7,SI2,G,EX,EX,EX,N,11.08-6.58×3.90,"15,476.93"
200801-48,PEAR,1.5,VS1,F,EX,EX,VG,M,10.41-6.43×3.82,"15,503.29"
210543-158,PEAR,1.5,SI1,D,VG,EX,VG,N,9.61-6.36×4.01,"15,504.29"
211185-591,PEAR,2.01,SI2,J,VG,EX,EX,N,11.51-6.92×4.13,"15,555.79"
210504-39,PEAR,1.51,VS2,G,EX,VG,VG,N,9.67-6.40×4.04,"15,608.70"
211183-168,PEAR,1.51,SI1,D,EX,EX,EX,N,9.81-6.46×4.07,"15,675.88"
210480-198,PEAR,2.01,SI1,I,VG,EX,VG,VS,10.28-6.94×4.44,"15,690.71"
211171-77,PEAR,1.5,SI1,E,VG,EX,EX,N,9.49-6.38×4.08,"15,766.86"
210652-532,PEAR,1.51,SI1,D,EX,EX,VG,N,9.85-6.52×4.09,"15,769.57"
210438-114,PEAR,1.6,SI1,D,VG,EX,EX,F,9.75-6.31×4.03,"15,845.90"
210587-62,PEAR,1.5,VS1,F,EX,EX,VG,ST,10.49-6.13×3.80,"15,861.09"
210480-202,PEAR,2.0,SI2,J,VG,EX,EX,F,10.37-7.00×4.43,"15,891.75"
210651-214,PEAR,2.0,SI1,K,EX,EX,EX,N,10.89-7.17×4.43,"15,925.23"
